chosen_id,chosen_title,chosen_img,rejected_id,rejected_title,rejected_img,scene,method
http://www.loc.gov/item/2017866168/,"Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35848r.jpg,http://www.loc.gov/item/2017866175/,"[Untitled photo, possibly related to: Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35855r.jpg,"Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd",A_possibly_related
http://www.loc.gov/item/2017866168/,"Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35848r.jpg,http://www.loc.gov/item/2017866171/,"[Untitled photo, possibly related to: Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35851r.jpg,"Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd",A_possibly_related
http://www.loc.gov/item/2017866168/,"Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35848r.jpg,http://www.loc.gov/item/2017866170/,"[Untitled photo, possibly related to: Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35850r.jpg,"Brooklyn, New York. Anniversary Day parade of the Sunday school at the Church of the Good Shepherd",A_possibly_related
http://www.loc.gov/item/2017866167/,"Brooklyn, New York. Children leaving the Sunday school at the Church of the Good Shepherd",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35847r.jpg,http://www.loc.gov/item/2017866165/,"[Untitled photo, possibly related to: Brooklyn, New York. Children leaving the Sunday school at the Church of the Good Shepherd]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35800/8d35846r.jpg,"Brooklyn, New York. Children leaving the Sunday school at the Church of the Good Shepherd",A_possibly_related
http://www.loc.gov/item/2017865802/,"New York, New York. Merchant marine theatre. Wing canteen. The audience",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35400/8d35495r.jpg,http://www.loc.gov/item/2017865801/,"[Untitled photo, possibly related to: New York, New York. Merchant marine theatre. Wing canteen. The audience]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35400/8d35494r.jpg,"New York, New York. Merchant marine theatre. Wing canteen. The audience",A_possibly_related
http://www.loc.gov/item/2017865802/,"New York, New York. Merchant marine theatre. Wing canteen. The audience",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35400/8d35495r.jpg,http://www.loc.gov/item/2017865800/,"[Untitled photo, possibly related to: New York, New York. Merchant marine theatre. Wing canteen. The audience]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35400/8d35493r.jpg,"New York, New York. Merchant marine theatre. Wing canteen. The audience",A_possibly_related
http://www.loc.gov/item/2017713849/,"Cow about to be mated, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00036r.jpg,http://www.loc.gov/item/2017713848/,"[Untitled photo, possibly related to: Cow about to be mated, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00035r.jpg,"Cow about to be mated, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713849/,"Cow about to be mated, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00036r.jpg,http://www.loc.gov/item/2017713847/,"[Untitled photo, possibly related to: Cow about to be mated, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00034r.jpg,"Cow about to be mated, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713845/,"Sow with her litter, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00032r.jpg,http://www.loc.gov/item/2017713846/,"[Untitled photo, possibly related to: Sow with her litter, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00033r.jpg,"Sow with her litter, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713845/,"Sow with her litter, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00032r.jpg,http://www.loc.gov/item/2017713844/,"[Untitled photo, possibly related to: Sow with her litter, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00031r.jpg,"Sow with her litter, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713845/,"Sow with her litter, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00032r.jpg,http://www.loc.gov/item/2017713843/,"[Untitled photo, possibly related to: Sow with her litter, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00030r.jpg,"Sow with her litter, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713840/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00027r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713839/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00026r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713838/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00025r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713837/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00024r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713836/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00023r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713835/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00022r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713834/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00021r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713833/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00020r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713841/,"Mud bath, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00028r.jpg,http://www.loc.gov/item/2017713832/,"[Untitled photo, possibly related to: Mud bath, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00019r.jpg,"Mud bath, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713827/,"Artificial insemination of a cow, one step, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00014r.jpg,http://www.loc.gov/item/2017713830/,"[Untitled photo, possibly related to: Artificial insemination of a cow, one step, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00017r.jpg,"Artificial insemination of a cow, one step, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017866443/,"Dresher, Pennsylvania. Detail of baling machine showing hay being picked up at the Spring Run Farm",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35900/8d35982r.jpg,http://www.loc.gov/item/2017866447/,"[Untitled photo, possibly related to: Dresher, Pennsylvania. Detail of baling machine showing hay being picked up at the Spring Run Farm]",https://tile.loc.gov/storage-services/service/pnp/fsa/8d35000/8d35900/8d35985r.jpg,"Dresher, Pennsylvania. Detail of baling machine showing hay being picked up at the Spring Run Farm",A_possibly_related
http://www.loc.gov/item/2017713864/,"Saanen goat, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00051r.jpg,http://www.loc.gov/item/2017713907/,"[Untitled photo, possibly related to: Saanen goat, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00091r.jpg,"Saanen goat, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713900/,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00084r.jpg,http://www.loc.gov/item/2017713906/,"[Untitled photo, possibly related to: Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00090r.jpg,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713900/,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00084r.jpg,http://www.loc.gov/item/2017713905/,"[Untitled photo, possibly related to: Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00089r.jpg,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713903/,"Peach seedlings being germinated, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00087r.jpg,http://www.loc.gov/item/2017713904/,"[Untitled photo, possibly related to: Peach seedlings being germinated, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00088r.jpg,"Peach seedlings being germinated, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713900/,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00084r.jpg,http://www.loc.gov/item/2017713902/,"[Untitled photo, possibly related to: Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00086r.jpg,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713900/,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00084r.jpg,http://www.loc.gov/item/2017713899/,"[Untitled photo, possibly related to: Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00083r.jpg,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713900/,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00084r.jpg,http://www.loc.gov/item/2017713898/,"[Untitled photo, possibly related to: Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00082r.jpg,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713900/,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00084r.jpg,http://www.loc.gov/item/2017713897/,"[Untitled photo, possibly related to: Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00081r.jpg,"Laboratory, Department of Agriculture Experimental Farm, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713893/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00079r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713892/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00078r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713891/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00077r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713890/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00076r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713884/,"CCC (Civilian Conservation Corps) boys at work, Beltsville, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00070r.jpg,http://www.loc.gov/item/2017713882/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Beltsville, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00069r.jpg,"CCC (Civilian Conservation Corps) boys at work, Beltsville, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713881/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00068r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713880/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00067r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713877/,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00064r.jpg,http://www.loc.gov/item/2017713879/,"[Untitled photo, possibly related to: CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00000/8a00066r.jpg,"CCC (Civilian Conservation Corps) boys at work, Prince George's County, Maryland",A_possibly_related
http://www.loc.gov/item/2017713926/,"Front of Negro home near Capitol, Washington, D.C. Interiors of these homes vary little. A chair or two and a table, a bed and perhaps an extra mattress on the floor cares for six to ten people",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00111r.jpg,http://www.loc.gov/item/2017713928/,"[Untitled photo, possibly related to: Front of Negro home near Capitol, Washington, D.C. Interiors of these homes vary little. A chair or two and a table, a bed and perhaps an extra mattress on the floor cares for six to ten people]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00113r.jpg,"Front of Negro home near Capitol, Washington, D.C. Interiors of these homes vary little. A chair or two and a table, a bed and perhaps an extra mattress on the floor cares for six to ten people",A_possibly_related
http://www.loc.gov/item/2017713926/,"Front of Negro home near Capitol, Washington, D.C. Interiors of these homes vary little. A chair or two and a table, a bed and perhaps an extra mattress on the floor cares for six to ten people",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00111r.jpg,http://www.loc.gov/item/2017713927/,"[Untitled photo, possibly related to: Front of Negro home near Capitol, Washington, D.C. Interiors of these homes vary little. A chair or two and a table, a bed and perhaps an extra mattress on the floor cares for six to ten people]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00112r.jpg,"Front of Negro home near Capitol, Washington, D.C. Interiors of these homes vary little. A chair or two and a table, a bed and perhaps an extra mattress on the floor cares for six to ten people",A_possibly_related
http://www.loc.gov/item/2017713921/,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c30000/3c30000/3c30015r.jpg,http://www.loc.gov/item/2017713925/,"[Untitled photo, possibly related to: Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00110r.jpg,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",A_possibly_related
http://www.loc.gov/item/2017713921/,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c30000/3c30000/3c30015r.jpg,http://www.loc.gov/item/2017713924/,"[Untitled photo, possibly related to: Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00109r.jpg,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",A_possibly_related
http://www.loc.gov/item/2017713921/,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c30000/3c30000/3c30015r.jpg,http://www.loc.gov/item/2017713923/,"[Untitled photo, possibly related to: Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00108r.jpg,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",A_possibly_related
http://www.loc.gov/item/2017713921/,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c30000/3c30000/3c30015r.jpg,http://www.loc.gov/item/2017713922/,"[Untitled photo, possibly related to: Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00107r.jpg,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",A_possibly_related
http://www.loc.gov/item/2017713921/,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",https://tile.loc.gov/storage-services/service/pnp/cph/3c30000/3c30000/3c30000/3c30015r.jpg,http://www.loc.gov/item/2017713920/,"[Untitled photo, possibly related to: Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence]",https://tile.loc.gov/storage-services/service/pnp/fsa/8a00000/8a00100/8a00105r.jpg,"Negro backyard near Capitol, Washington, D.C. Negro children have just discovered the cameraman and are concerned at his presence",A_possibly_related
